,exchange_symbol,root_symbol,instrument_name,underlying_name,underlying_asset_class_id,settle_start,settle_end,settle_method,settle_timezone,final_settle_start,final_settle_end,final_settle_method,final_settle_timezone,last_trade_time,quote_currency_id,multiplier,tick_size,start_date,end_date,first_trade,last_trade,first_position,last_position,first_notice,last_notice,first_delivery,last_delivery,settlement_date,volume_switch_date,open_interest_switch_date,auto_close_date,parent_calendar_id,child_calendar_id,average_pricing,deliverable,delivery_month,delivery_year
56,ZN_H04,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2003-06-24,2004-03-19,2003-06-18,2004-03-19,2004-02-26,2004-03-29,2004-02-27,2004-03-30,2004-03-01,2004-03-31,,,,first_notice,XCME,,,1.0,3,2004
57,ZN_M04,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2003-11-24,2004-06-18,2003-09-18,2004-06-18,2004-05-28,2004-06-28,2004-05-31,2004-06-29,2004-06-01,2004-06-30,,,,first_notice,XCME,,,1.0,6,2004
58,ZN_U04,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2003-12-23,2004-09-20,2003-12-18,2004-09-20,2004-08-30,2004-09-28,2004-08-31,2004-09-29,2004-09-01,2004-09-30,,,,first_notice,XCME,,,1.0,9,2004
59,ZN_Z04,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2004-03-19,2004-12-20,2004-03-19,2004-12-20,2004-11-29,2004-12-29,2004-11-30,2004-12-30,2004-12-01,2004-12-31,,,,first_notice,XCME,,,1.0,12,2004
60,ZN_H05,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2004-06-18,2005-03-18,2004-06-18,2005-03-18,2005-02-25,2005-03-29,2005-02-28,2005-03-30,2005-03-01,2005-03-31,,,,first_notice,XCME,,,1.0,3,2005
61,ZN_M05,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2004-09-20,2005-06-20,2004-09-20,2005-06-20,2005-05-30,2005-06-28,2005-05-31,2005-06-29,2005-06-01,2005-06-30,,,,first_notice,XCME,,,1.0,6,2005
62,ZN_U05,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2004-12-20,2005-09-20,2004-12-20,2005-09-20,2005-08-30,2005-09-28,2005-08-31,2005-09-29,2005-09-01,2005-09-30,,,,first_notice,XCME,,,1.0,9,2005
63,ZN_Z05,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2005-03-18,2005-12-20,2005-03-18,2005-12-20,2005-11-29,2005-12-29,2005-11-30,2005-12-30,2005-12-01,2006-01-03,,,,first_notice,XCME,,,1.0,12,2005
64,ZN_H06,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2005-06-20,2006-03-21,2005-06-20,2006-03-21,2006-02-27,2006-03-29,2006-02-28,2006-03-30,2006-03-01,2006-03-31,,,,first_notice,XCME,,,1.0,3,2006
65,ZN_M06,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2005-09-20,2006-06-20,2005-09-20,2006-06-20,2006-05-30,2006-06-28,2006-05-31,2006-06-29,2006-06-01,2006-06-30,,,,first_notice,XCME,,,1.0,6,2006
66,ZN_U06,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2005-12-20,2006-09-20,2005-12-20,2006-09-20,2006-08-30,2006-09-28,2006-08-31,2006-09-29,2006-09-01,2006-10-02,,,,first_notice,XCME,,,1.0,9,2006
67,ZN_Z06,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2006-03-21,2006-12-19,2006-03-21,2006-12-19,2006-11-29,2006-12-28,2006-11-30,2006-12-29,2006-12-01,2007-01-02,,,,first_notice,XCME,,,1.0,12,2006
68,ZN_H07,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2006-06-20,2007-03-21,2006-06-20,2007-03-21,2007-02-27,2007-03-29,2007-02-28,2007-03-30,2007-03-01,2007-04-02,,,,first_notice,XCME,,,1.0,3,2007
69,ZN_M07,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2006-09-20,2007-06-20,2006-09-20,2007-06-20,2007-05-30,2007-06-28,2007-05-31,2007-06-29,2007-06-01,2007-07-02,,,,first_notice,XCME,,,1.0,6,2007
70,ZN_U07,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2006-12-19,2007-09-19,2006-12-19,2007-09-19,2007-08-30,2007-09-27,2007-08-31,2007-09-28,2007-09-03,2007-10-01,,,,first_notice,XCME,,,1.0,9,2007
71,ZN_Z07,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2007-03-21,2007-12-18,2007-03-21,2007-12-18,2007-11-29,2007-12-27,2007-11-30,2007-12-28,2007-12-03,2007-12-31,,,,first_notice,XCME,,,1.0,12,2007
72,ZN_H08,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2007-06-20,2008-03-18,2007-06-20,2008-03-18,2008-02-28,2008-03-27,2008-02-29,2008-03-28,2008-03-03,2008-03-31,,,,first_notice,XCME,,,1.0,3,2008
73,ZN_M08,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2007-09-19,2008-06-18,2007-09-19,2008-06-18,2008-05-29,2008-06-26,2008-05-30,2008-06-27,2008-06-02,2008-06-30,,,,first_notice,XCME,,,1.0,6,2008
74,ZN_U08,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2007-12-18,2008-09-18,2007-12-18,2008-09-18,2008-08-28,2008-09-26,2008-08-29,2008-09-29,2008-09-01,2008-09-30,,,,first_notice,XCME,,,1.0,9,2008
75,ZN_Z08,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2008-03-18,2008-12-18,2008-03-18,2008-12-18,2008-11-27,2008-12-29,2008-11-28,2008-12-30,2008-12-01,2008-12-31,,,,first_notice,XCME,,,1.0,12,2008
76,ZN_H09,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2008-06-18,2009-03-19,2008-06-18,2009-03-19,2009-02-26,2009-03-27,2009-02-27,2009-03-30,2009-03-02,2009-03-31,,,,first_notice,XCME,,,1.0,3,2009
77,ZN_M09,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2008-09-18,2009-06-18,2008-09-18,2009-06-18,2009-05-28,2009-06-26,2009-05-29,2009-06-29,2009-06-01,2009-06-30,,,,first_notice,XCME,,,1.0,6,2009
78,ZN_U09,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2008-12-18,2009-09-18,2008-12-18,2009-09-18,2009-08-28,2009-09-28,2009-08-31,2009-09-29,2009-09-01,2009-09-30,,,,first_notice,XCME,,,1.0,9,2009
79,ZN_Z09,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2009-03-19,2009-12-18,2009-03-19,2009-12-18,2009-11-27,2009-12-29,2009-11-30,2009-12-30,2009-12-01,2009-12-31,,,,first_notice,XCME,,,1.0,12,2009
80,ZN_H10,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2009-06-18,2010-03-19,2009-06-18,2010-03-19,2010-02-25,2010-03-29,2010-02-26,2010-03-30,2010-03-01,2010-03-31,,,,first_notice,XCME,,,1.0,3,2010
81,ZN_M10,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2009-09-18,2010-06-18,2009-09-18,2010-06-18,2010-05-28,2010-06-28,2010-05-31,2010-06-29,2010-06-01,2010-06-30,,,,first_notice,XCME,,,1.0,6,2010
82,ZN_U10,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2009-12-18,2010-09-20,2009-12-18,2010-09-20,2010-08-30,2010-09-28,2010-08-31,2010-09-29,2010-09-01,2010-09-30,,,,first_notice,XCME,,,1.0,9,2010
83,ZN_Z10,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2010-03-19,2010-12-20,2010-03-19,2010-12-20,2010-11-29,2010-12-29,2010-11-30,2010-12-30,2010-12-01,2010-12-31,,,,first_notice,XCME,,,1.0,12,2010
84,ZN_H11,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2010-06-18,2011-03-21,2010-06-18,2011-03-21,2011-02-25,2011-03-29,2011-02-28,2011-03-30,2011-03-01,2011-03-31,,,,first_notice,XCME,,,1.0,3,2011
85,ZN_M11,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2010-09-20,2011-06-20,2010-09-20,2011-06-20,2011-05-30,2011-06-28,2011-05-31,2011-06-29,2011-06-01,2011-06-30,,,,first_notice,XCME,,,1.0,6,2011
86,ZN_U11,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2010-12-20,2011-09-20,2010-12-20,2011-09-20,2011-08-30,2011-09-28,2011-08-31,2011-09-29,2011-09-01,2011-09-30,,,,first_notice,XCME,,,1.0,9,2011
87,ZN_Z11,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2011-03-21,2011-12-20,2011-03-21,2011-12-20,2011-11-29,2011-12-29,2011-11-30,2011-12-30,2011-12-01,2012-01-03,,,,first_notice,XCME,,,1.0,12,2011
88,ZN_H12,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2011-06-20,2012-03-21,2011-06-20,2012-03-21,2012-02-28,2012-03-29,2012-02-29,2012-03-30,2012-03-01,2012-04-02,,,,first_notice,XCME,,,1.0,3,2012
89,ZN_M12,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2011-09-20,2012-06-20,2011-09-20,2012-06-20,2012-05-30,2012-06-28,2012-05-31,2012-06-29,2012-06-01,2012-07-02,,,,first_notice,XCME,,,1.0,6,2012
90,ZN_U12,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2011-12-20,2012-09-19,2011-12-20,2012-09-19,2012-08-30,2012-09-27,2012-08-31,2012-09-28,2012-09-03,2012-10-01,,,,first_notice,XCME,,,1.0,9,2012
91,ZN_Z12,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2012-03-21,2012-12-18,2012-03-21,2012-12-18,2012-11-29,2012-12-27,2012-11-30,2012-12-28,2012-12-03,2012-12-31,,,,first_notice,XCME,,,1.0,12,2012
92,ZN_H13,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2012-06-20,2013-03-19,2012-06-20,2013-03-19,2013-02-27,2013-03-27,2013-02-28,2013-03-28,2013-03-01,2013-04-01,,,,first_notice,XCME,,,1.0,3,2013
93,ZN_M13,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2012-09-19,2013-06-19,2012-09-19,2013-06-19,2013-05-30,2013-06-27,2013-05-31,2013-06-28,2013-06-03,2013-07-01,,,,first_notice,XCME,,,1.0,6,2013
94,ZN_U13,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2012-12-18,2013-09-18,2012-12-18,2013-09-18,2013-08-29,2013-09-26,2013-08-30,2013-09-27,2013-09-02,2013-09-30,,,,first_notice,XCME,,,1.0,9,2013
95,ZN_Z13,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2013-03-19,2013-12-18,2013-03-19,2013-12-18,2013-11-28,2013-12-27,2013-11-29,2013-12-30,2013-12-02,2013-12-31,,,,first_notice,XCME,,,1.0,12,2013
96,ZN_H14,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2013-06-19,2014-03-19,2013-06-19,2014-03-19,2014-02-27,2014-03-27,2014-02-28,2014-03-28,2014-03-03,2014-03-31,,,,first_notice,XCME,,,1.0,3,2014
97,ZN_M14,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2013-09-18,2014-06-18,2013-09-18,2014-06-18,2014-05-29,2014-06-26,2014-05-30,2014-06-27,2014-06-02,2014-06-30,,,,first_notice,XCME,,,1.0,6,2014
98,ZN_U14,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2013-12-18,2014-09-18,2013-12-18,2014-09-18,2014-08-28,2014-09-26,2014-08-29,2014-09-29,2014-09-01,2014-09-30,,,,first_notice,XCME,,,1.0,9,2014
99,ZN_Z14,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2014-03-19,2014-12-18,2014-03-19,2014-12-18,2014-11-27,2014-12-29,2014-11-28,2014-12-30,2014-12-01,2014-12-31,,,,first_notice,XCME,,,1.0,12,2014
100,ZN_H15,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2014-06-18,2015-03-19,2014-06-18,2015-03-19,2015-02-26,2015-03-27,2015-02-27,2015-03-30,2015-03-02,2015-03-31,,,,first_notice,XCME,,,1.0,3,2015
101,ZN_M15,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2014-09-18,2015-06-18,2014-09-18,2015-06-18,2015-05-28,2015-06-26,2015-05-29,2015-06-29,2015-06-01,2015-06-30,,,,first_notice,XCME,,,1.0,6,2015
102,ZN_U15,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2014-12-18,2015-09-18,2014-12-18,2015-09-18,2015-08-28,2015-09-28,2015-08-31,2015-09-29,2015-09-01,2015-09-30,,,,first_notice,XCME,,,1.0,9,2015
103,ZN_Z15,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2015-03-19,2015-12-18,2015-03-19,2015-12-18,2015-11-27,2015-12-29,2015-11-30,2015-12-30,2015-12-01,2015-12-31,,,,first_notice,XCME,,,1.0,12,2015
104,ZN_H16,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2015-06-18,2016-03-18,2015-06-18,2016-03-18,2016-02-26,2016-03-29,2016-02-29,2016-03-30,2016-03-01,2016-03-31,,,,first_notice,XCME,,,1.0,3,2016
105,ZN_M16,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2015-09-18,2016-06-20,2015-09-18,2016-06-20,2016-05-30,2016-06-28,2016-05-31,2016-06-29,2016-06-01,2016-06-30,,,,first_notice,XCME,,,1.0,6,2016
106,ZN_U16,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2015-12-18,2016-09-20,2015-12-18,2016-09-20,2016-08-30,2016-09-28,2016-08-31,2016-09-29,2016-09-01,2016-09-30,,,,first_notice,XCME,,,1.0,9,2016
107,ZN_Z16,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2016-03-21,2016-12-20,2016-03-18,2016-12-20,2016-11-29,2016-12-29,2016-11-30,2016-12-30,2016-12-01,2017-01-03,,,,first_notice,XCME,,,1.0,12,2016
108,ZN_H17,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2016-06-21,2017-03-21,2016-06-20,2017-03-21,2017-02-27,2017-03-29,2017-02-28,2017-03-30,2017-03-01,2017-03-31,,,,first_notice,XCME,,,1.0,3,2017
109,ZN_M17,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2016-09-21,2017-06-20,2016-09-20,2017-06-20,2017-05-30,2017-06-28,2017-05-31,2017-06-29,2017-06-01,2017-06-30,,,,first_notice,XCME,,,1.0,6,2017
110,ZN_U17,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2016-12-20,2017-09-20,2016-12-20,2017-09-20,2017-08-30,2017-09-28,2017-08-31,2017-09-29,2017-09-01,2017-10-02,,,,first_notice,XCME,,,1.0,9,2017
111,ZN_Z17,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2017-03-22,2017-12-19,2017-03-21,2017-12-19,2017-11-29,2017-12-28,2017-11-30,2017-12-29,2017-12-01,2018-01-02,,,,first_notice,XCME,,,1.0,12,2017
112,ZN_H18,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2017-06-21,2018-03-20,2017-06-20,2018-03-20,2018-02-27,2018-03-28,2018-02-28,2018-03-29,2018-03-01,2018-04-02,,,,first_notice,XCME,,,1.0,3,2018
113,ZN_M18,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2017-09-20,2018-06-20,2017-09-20,2018-06-20,2018-05-30,2018-06-28,2018-05-31,2018-06-29,2018-06-01,2018-07-02,,,,first_notice,XCME,,,1.0,6,2018
114,ZN_U18,ZN,10y Treasury Note,6.5 Year to 10 Year US Treasury Note,1.0,13:59,14:00,vwap,exch,12:00,12:01,Delivery,exch,12:01,USD,1000.0,0.015625,2017-12-19,2018-09-19,2017-12-19,2018-09-19,2018-08-30,2018-09-27,2018-08-31,2018-09-28,2018-09-03,2018-10-01,,,,first_notice,XCME,,,1.0,9,2018
